Step,AliveRuns,AvgCommitters,AvgContributors
974,3991,81.34,114.44
975,3991,81.43,114.55
976,3991,81.52,114.65
977,3991,81.62,114.75
978,3991,81.71,114.85
979,3991,81.81,114.95
980,3991,81.91,115.05
981,3991,82.00,115.16
982,3991,82.10,115.25
983,3991,82.21,115.35
984,3991,82.30,115.46
985,3991,82.39,115.58
986,3991,82.49,115.67
987,3991,82.58,115.77
988,3991,82.68,115.87
989,3991,82.78,115.98
990,3991,82.88,116.07
991,3991,82.98,116.17
992,3991,83.07,116.28
993,3991,83.16,116.39
994,3991,83.26,116.49
995,3991,83.35,116.61
996,3991,83.44,116.72
997,3991,83.53,116.83
998,3991,83.63,116.93
999,3991,83.71,117.05
1000,3991,83.81,117.16
1001,3991,83.90,117.27
1002,3991,84.00,117.37
1003,3991,84.10,117.46
1004,3991,84.20,117.58
1005,3991,84.30,117.68
1006,3991,84.39,117.78
1007,3991,84.48,117.88
1008,3991,84.57,117.99
1009,3991,84.66,118.10
1010,3991,84.75,118.21
1011,3991,84.84,118.32
1012,3991,84.94,118.44
1013,3991,85.03,118.53
1014,3991,85.12,118.64
1015,3991,85.22,118.74
1016,3991,85.31,118.84
1017,3991,85.41,118.94
1018,3991,85.51,119.05
1019,3991,85.60,119.15
1020,3991,85.69,119.26
1021,3991,85.79,119.36
1022,3991,85.89,119.46
1023,3991,85.98,119.57
1024,3991,86.08,119.67
1025,3991,86.18,119.76
1026,3991,86.27,119.89
1027,3991,86.38,119.99
1028,3991,86.47,120.09
1029,3991,86.57,120.21
1030,3991,86.67,120.30
1031,3991,86.77,120.40
1032,3991,86.86,120.50
1033,3991,86.96,120.60
1034,3991,87.05,120.71
1035,3991,87.15,120.81
1036,3991,87.24,120.93
1037,3991,87.33,121.03
1038,3991,87.43,121.13
1039,3991,87.52,121.24
1040,3991,87.61,121.35
1041,3991,87.70,121.46
1042,3991,87.80,121.56
1043,3991,87.89,121.67
1044,3991,87.99,121.78
1045,3991,88.08,121.88
1046,3991,88.18,121.98
1047,3991,88.27,122.07
1048,3991,88.37,122.18
1049,3991,88.46,122.29
1050,3991,88.55,122.39
1051,3991,88.63,122.51
1052,3991,88.73,122.63
1053,3991,88.83,122.73
1054,3991,88.91,122.86
1055,3991,89.01,122.96
1056,3991,89.10,123.08
1057,3991,89.20,123.19
1058,3991,89.30,123.29
1059,3991,89.39,123.39
1060,3991,89.49,123.50
1061,3991,89.58,123.60
1062,3991,89.68,123.71
1063,3991,89.78,123.80
1064,3991,89.87,123.90
1065,3991,89.96,124.01
1066,3991,90.06,124.10
1067,3991,90.15,124.21
1068,3991,90.24,124.33
1069,3991,90.34,124.44
1070,3991,90.43,124.55
1071,3991,90.52,124.67
1072,3991,90.62,124.76
1073,3991,90.72,124.87
1074,3991,90.82,124.97
1075,3991,90.91,125.08
1076,3991,91.01,125.18
1077,3991,91.10,125.27
1078,3991,91.20,125.38
1079,3991,91.30,125.47
1080,3991,91.40,125.58
1081,3991,91.49,125.69
1082,3991,91.59,125.80
1083,3991,91.69,125.89
1084,3991,91.78,126.00
1085,3991,91.89,126.10
1086,3991,91.99,126.21
1087,3991,92.08,126.31
1088,3991,92.18,126.41
1089,3991,92.28,126.50
1090,3991,92.37,126.59
1091,3991,92.47,126.70
1092,3991,92.56,126.82
1093,3991,92.66,126.92
1094,3991,92.75,127.02
1095,3991,92.85,127.12
1096,3991,92.94,127.23
1097,3991,93.04,127.34
1098,3991,93.13,127.44
1099,3991,93.23,127.55
1100,3991,93.32,127.65
1101,3991,93.41,127.77
1102,3991,93.51,127.88
1103,3991,93.61,127.97
1104,3991,93.70,128.07
1105,3991,93.80,128.16
1106,3991,93.90,128.27
1107,3991,93.99,128.39
1108,3991,94.08,128.49
1109,3991,94.18,128.60
1110,3991,94.28,128.70
1111,3991,94.38,128.80
1112,3991,94.48,128.92
1113,3991,94.57,129.04
1114,3991,94.67,129.14
1115,3991,94.76,129.24
1116,3991,94.86,129.34
1117,3991,94.96,129.44
1118,3991,95.07,129.52
1119,3991,95.16,129.64
1120,3991,95.26,129.75
1121,3991,95.36,129.85
1122,3991,95.45,129.96
1123,3991,95.55,130.07
1124,3991,95.65,130.17
1125,3991,95.74,130.28
1126,3991,95.85,130.38
1127,3991,95.95,130.49
1128,3991,96.04,130.59
1129,3991,96.14,130.71
1130,3991,96.24,130.81
1131,3991,96.33,130.92
1132,3991,96.43,131.02
1133,3991,96.53,131.11
1134,3991,96.63,131.22
1135,3991,96.73,131.31
1136,3991,96.81,131.43
1137,3991,96.92,131.52
1138,3991,97.01,131.63
1139,3991,97.11,131.73
1140,3991,97.20,131.84
1141,3991,97.29,131.95
1142,3991,97.39,132.07
1143,3991,97.48,132.17
1144,3991,97.58,132.27
1145,3991,97.69,132.37
1146,3991,97.78,132.47
1147,3991,97.87,132.59
1148,3991,97.96,132.68
1149,3991,98.06,132.78
1150,3991,98.15,132.89
1151,3991,98.25,132.99
1152,3991,98.34,133.09
1153,3991,98.44,133.19
1154,3991,98.53,133.30
1155,3991,98.62,133.42
1156,3991,98.72,133.51
1157,3991,98.82,133.62
1158,3991,98.91,133.72
1159,3991,99.02,133.82
1160,3991,99.12,133.91
1161,3991,99.21,134.01
1162,3991,99.30,134.12
1163,3991,99.40,134.23
1164,3991,99.49,134.33
1165,3991,99.60,134.44
1166,3991,99.69,134.54
1167,3991,99.79,134.64
1168,3991,99.88,134.75
1169,3991,99.98,134.85
1170,3991,100.07,134.95
1171,3991,100.17,135.05
1172,3991,100.25,135.16
1173,3991,100.35,135.26
1174,3991,100.45,135.36
1175,3991,100.54,135.46
1176,3991,100.63,135.57
1177,3991,100.73,135.66
1178,3991,100.83,135.78
1179,3991,100.92,135.89
1180,3991,101.02,135.99
1181,3991,101.11,136.09
1182,3991,101.21,136.18
1183,3991,101.29,136.30
1184,3991,101.38,136.40
1185,3991,101.48,136.50
1186,3991,101.58,136.60
1187,3991,101.67,136.71
1188,3991,101.76,136.82
1189,3991,101.86,136.93
1190,3991,101.95,137.03
1191,3991,102.05,137.13
1192,3991,102.15,137.25
1193,3991,102.24,137.36
1194,3991,102.34,137.46
1195,3991,102.43,137.56
1196,3991,102.53,137.65
1197,3991,102.63,137.75
1198,3991,102.71,137.86
1199,3991,102.81,137.98
1200,3991,102.91,138.08
1201,3991,103.01,138.17
1202,3991,103.11,138.30
1203,3991,103.21,138.40
1204,3991,103.31,138.49
1205,3991,103.41,138.60
1206,3991,103.51,138.69
1207,3991,103.61,138.79
1208,3991,103.70,138.89
1209,3991,103.80,138.99
1210,3991,103.90,139.09
1211,3991,103.99,139.20
1212,3991,104.07,139.30
1213,3991,104.16,139.40
1214,3991,104.25,139.51
1215,3991,104.35,139.61
1216,3991,104.44,139.73
1217,3991,104.53,139.83
1218,3991,104.63,139.93
1219,3991,104.72,140.03
1220,3991,104.81,140.12
1221,3991,104.90,140.22
1222,3991,104.99,140.34
1223,3991,105.08,140.44
1224,3991,105.17,140.54
1225,3991,105.27,140.65
1226,3991,105.36,140.75
1227,3991,105.46,140.85
1228,3991,105.56,140.95
1229,3991,105.65,141.07
1230,3991,105.74,141.18
1231,3991,105.84,141.28
1232,3991,105.94,141.37
1233,3991,106.03,141.49
1234,3991,106.13,141.58
1235,3991,106.23,141.69
1236,3991,106.34,141.78
1237,3991,106.43,141.89
1238,3991,106.53,142.00
1239,3991,106.62,142.10
1240,3991,106.72,142.20
1241,3991,106.82,142.30
1242,3991,106.92,142.41
1243,3991,107.01,142.52
1244,3991,107.11,142.63
1245,3991,107.20,142.74
1246,3991,107.30,142.84
1247,3991,107.39,142.95
1248,3991,107.49,143.07
1249,3991,107.58,143.17
1250,3991,107.67,143.28
1251,3991,107.76,143.40
1252,3991,107.86,143.50
1253,3991,107.95,143.61
1254,3991,108.05,143.71
1255,3991,108.15,143.81
1256,3991,108.24,143.91
1257,3991,108.35,144.01
1258,3991,108.44,144.11
1259,3991,108.54,144.22
1260,3991,108.63,144.33
1261,3991,108.74,144.43
1262,3991,108.83,144.53
1263,3991,108.92,144.64
1264,3991,109.03,144.72
1265,3991,109.12,144.83
1266,3991,109.22,144.94
1267,3991,109.32,145.04
1268,3991,109.41,145.14
1269,3991,109.50,145.25
1270,3991,109.58,145.38
1271,3991,109.68,145.49
1272,3991,109.78,145.60
1273,3991,109.87,145.71
1274,3991,109.96,145.81
1275,3991,110.06,145.91
1276,3991,110.15,146.02
1277,3991,110.25,146.14
1278,3991,110.34,146.24
1279,3991,110.44,146.34
1280,3991,110.53,146.46
1281,3991,110.63,146.55
1282,3991,110.74,146.64
1283,3991,110.83,146.76
1284,3991,110.92,146.86
1285,3991,111.02,146.97
1286,3991,111.12,147.06
1287,3991,111.22,147.17
1288,3991,111.32,147.29
1289,3991,111.42,147.39
1290,3991,111.52,147.51
1291,3991,111.62,147.61
1292,3991,111.72,147.69
1293,3991,111.81,147.80
1294,3991,111.92,147.90
1295,3991,112.00,148.01
1296,3991,112.09,148.12
1297,3991,112.19,148.24
1298,3991,112.29,148.34
1299,3991,112.38,148.45
1300,3991,112.47,148.56
1301,3991,112.57,148.66
1302,3991,112.67,148.78
1303,3991,112.77,148.87
1304,3991,112.86,148.98
1305,3991,112.96,149.07
1306,3991,113.04,149.19
1307,3991,113.14,149.30
1308,3991,113.23,149.41
1309,3991,113.32,149.51
1310,3991,113.41,149.62
1311,3991,113.50,149.72
1312,3991,113.61,149.82
1313,3991,113.70,149.92
1314,3991,113.80,150.03
1315,3991,113.91,150.11
1316,3991,114.00,150.21
1317,3991,114.09,150.32
1318,3991,114.19,150.43
1319,3991,114.28,150.54
1320,3991,114.38,150.65
1321,3991,114.47,150.76
1322,3991,114.56,150.86
1323,3991,114.65,150.98
1324,3991,114.75,151.08
1325,3991,114.84,151.19
1326,3991,114.94,151.29
1327,3991,115.02,151.41
1328,3991,115.12,151.52
1329,3991,115.22,151.61
1330,3991,115.31,151.71
1331,3991,115.41,151.82
1332,3991,115.51,151.93
1333,3991,115.59,152.04
1334,3991,115.69,152.14
1335,3991,115.77,152.24
1336,3991,115.87,152.35
1337,3991,115.97,152.44
1338,3991,116.07,152.54
1339,3991,116.16,152.64
1340,3991,116.26,152.76
1341,3991,116.35,152.86
1342,3991,116.45,152.96
1343,3991,116.54,153.08
1344,3991,116.64,153.18
1345,3991,116.73,153.28
1346,3991,116.83,153.40
1347,3991,116.93,153.49
1348,3991,117.03,153.59
1349,3991,117.12,153.70
1350,3991,117.22,153.81
1351,3991,117.31,153.92
1352,3991,117.41,154.03
1353,3991,117.50,154.15
1354,3991,117.60,154.25
1355,3991,117.70,154.35
1356,3991,117.79,154.45
1357,3991,117.88,154.54
1358,3991,117.98,154.64
1359,3991,118.07,154.74
1360,3991,118.16,154.85
1361,3991,118.26,154.96
1362,3991,118.35,155.08
1363,3991,118.45,155.19
1364,3991,118.55,155.30
1365,3991,118.65,155.40
1366,3991,118.75,155.49
1367,3991,118.84,155.60
1368,3991,118.95,155.69
1369,3991,119.04,155.79
1370,3991,119.14,155.89
1371,3991,119.23,156.01
1372,3991,119.34,156.10
1373,3991,119.43,156.19
1374,3991,119.52,156.29
1375,3991,119.62,156.39
1376,3991,119.70,156.50
1377,3991,119.80,156.60
1378,3991,119.89,156.71
1379,3991,119.98,156.83
1380,3991,120.07,156.94
1381,3991,120.17,157.04
1382,3991,120.25,157.16
1383,3991,120.35,157.28
1384,3991,120.44,157.38
1385,3991,120.54,157.50
1386,3991,120.63,157.60
1387,3991,120.73,157.71
1388,3991,120.82,157.83
1389,3991,120.93,157.92
1390,3991,121.03,158.01
1391,3991,121.12,158.11
1392,3991,121.22,158.21
1393,3991,121.31,158.32
1394,3991,121.41,158.44
1395,3991,121.51,158.55
1396,3991,121.61,158.65
1397,3991,121.72,158.74
1398,3991,121.82,158.84
1399,3991,121.91,158.96
1400,3991,122.00,159.06
1401,3991,122.11,159.16
1402,3991,122.20,159.27
1403,3991,122.30,159.36
1404,3991,122.39,159.48
1405,3991,122.49,159.59
1406,3991,122.59,159.69
1407,3991,122.68,159.79
1408,3991,122.78,159.89
1409,3991,122.88,160.00
1410,3991,122.98,160.10
1411,3991,123.07,160.21
1412,3991,123.17,160.31
1413,3991,123.27,160.42
1414,3991,123.35,160.53
1415,3991,123.46,160.62
1416,3991,123.55,160.72
1417,3991,123.65,160.83
1418,3991,123.75,160.93
1419,3991,123.84,161.04
1420,3991,123.94,161.15
1421,3991,124.04,161.25
1422,3991,124.14,161.35
1423,3991,124.23,161.44
1424,3991,124.33,161.54
1425,3991,124.43,161.65
1426,3991,124.52,161.78
1427,3991,124.62,161.87
1428,3991,124.71,161.97
1429,3991,124.81,162.07
1430,3991,124.90,162.17
1431,3991,124.99,162.28
1432,3991,125.08,162.39
1433,3991,125.18,162.49
1434,3991,125.28,162.59
1435,3991,125.37,162.70
1436,3991,125.46,162.81
1437,3991,125.56,162.92
1438,3991,125.65,163.02
1439,3991,125.75,163.14
1440,3991,125.85,163.25
1441,3991,125.95,163.36
1442,3991,126.05,163.45
1443,3991,126.15,163.55
1444,3991,126.26,163.65
1445,3991,126.36,163.76
1446,3991,126.45,163.85
1447,3991,126.55,163.94
1448,3991,126.65,164.04
1449,3991,126.74,164.14
1450,3991,126.84,164.23
1451,3991,126.93,164.33
1452,3991,127.03,164.46
1453,3991,127.12,164.57
1454,3991,127.21,164.67
1455,3991,127.31,164.77
1456,3991,127.42,164.86
1457,3991,127.52,164.96
1458,3991,127.62,165.06
1459,3991,127.72,165.17
1460,3991,127.82,165.26
1461,3991,127.91,165.37
1462,3991,128.01,165.48
1463,3991,128.11,165.57
1464,3991,128.21,165.66
1465,3991,128.30,165.76
1466,3991,128.40,165.86
1467,3991,128.49,165.96
1468,3991,128.58,166.06
1469,3991,128.67,166.19
1470,3991,128.77,166.28
1471,3991,128.88,166.39
1472,3991,128.98,166.48
1473,3991,129.07,166.59
1474,3991,129.16,166.70
1475,3991,129.26,166.80
1476,3991,129.35,166.90
1477,3991,129.44,167.00
1478,3991,129.53,167.12
1479,3991,129.63,167.22
1480,3991,129.72,167.32
1481,3991,129.82,167.43
1482,3991,129.92,167.53
1483,3991,130.01,167.64
1484,3991,130.11,167.75
1485,3991,130.20,167.85
1486,3991,130.29,167.96
1487,3991,130.39,168.07
1488,3991,130.49,168.18
1489,3991,130.58,168.30
1490,3991,130.67,168.40
1491,3991,130.77,168.51
1492,3991,130.86,168.62
1493,3991,130.95,168.75
1494,3991,131.04,168.85
1495,3991,131.14,168.95
1496,3991,131.25,169.03
1497,3991,131.34,169.14
1498,3991,131.44,169.24
1499,3991,131.53,169.35
1500,3991,131.62,169.47
1501,3991,131.71,169.56
1502,3991,131.80,169.68
1503,3991,131.88,169.80
1504,3991,131.98,169.90
1505,3991,132.08,170.02
1506,3991,132.18,170.11
1507,3991,132.27,170.22
1508,3991,132.37,170.32
1509,3991,132.46,170.43
1510,3991,132.56,170.54
1511,3991,132.66,170.64
1512,3991,132.77,170.74
1513,3991,132.86,170.84
1514,3991,132.96,170.93
1515,3991,133.05,171.06
1516,3991,133.15,171.15
1517,3991,133.25,171.25
1518,3991,133.35,171.33
1519,3991,133.44,171.44
1520,3991,133.53,171.56
1521,3991,133.63,171.68
1522,3991,133.72,171.79
1523,3991,133.81,171.89
1524,3991,133.91,172.00
1525,3991,134.00,172.11
1526,3991,134.10,172.21
1527,3991,134.19,172.32
1528,3991,134.29,172.41
1529,3991,134.40,172.52
1530,3991,134.50,172.62
1531,3991,134.59,172.74
1532,3991,134.69,172.85
1533,3991,134.78,172.95
1534,3991,134.88,173.05
1535,3991,134.97,173.17
1536,3991,135.07,173.27
1537,3991,135.17,173.38
1538,3991,135.27,173.48
1539,3991,135.37,173.58
1540,3991,135.47,173.68
1541,3991,135.57,173.78
1542,3991,135.66,173.88
1543,3991,135.76,173.99
1544,3991,135.86,174.09
1545,3991,135.95,174.21
1546,3991,136.04,174.31
1547,3991,136.13,174.42
1548,3991,136.23,174.53
1549,3991,136.33,174.63
1550,3991,136.43,174.73
1551,3991,136.53,174.82
1552,3991,136.62,174.91
1553,3991,136.71,175.03
1554,3991,136.80,175.14
1555,3991,136.89,175.24
1556,3991,136.99,175.34
1557,3991,137.08,175.45
1558,3991,137.18,175.55
1559,3991,137.28,175.67
1560,3991,137.38,175.76
1561,3991,137.48,175.86
1562,3991,137.57,175.97
1563,3991,137.66,176.08
1564,3991,137.77,176.17
1565,3991,137.86,176.30
1566,3991,137.95,176.40
1567,3991,138.05,176.49
1568,3991,138.14,176.59
1569,3991,138.24,176.69
1570,3991,138.32,176.80
1571,3991,138.42,176.91
1572,3991,138.52,177.01
1573,3991,138.62,177.11
1574,3991,138.71,177.20
1575,3991,138.81,177.31
1576,3991,138.91,177.41
1577,3991,139.02,177.50
1578,3991,139.11,177.61
1579,3991,139.21,177.72
1580,3991,139.30,177.83
1581,3991,139.40,177.94
1582,3991,139.50,178.04
1583,3991,139.59,178.14
1584,3991,139.69,178.26
1585,3991,139.79,178.36
1586,3991,139.89,178.45
1587,3991,139.99,178.56
1588,3991,140.09,178.66
1589,3991,140.18,178.77
1590,3991,140.28,178.86
1591,3991,140.38,178.96
1592,3991,140.47,179.07
1593,3991,140.56,179.18
1594,3991,140.65,179.30
1595,3991,140.75,179.40
1596,3991,140.86,179.49
1597,3991,140.96,179.58
1598,3991,141.04,179.69
1599,3991,141.14,179.79
1600,3991,141.23,179.91
1601,3991,141.32,180.01
1602,3991,141.41,180.12
1603,3991,141.51,180.21
1604,3991,141.61,180.32
1605,3991,141.70,180.43
1606,3991,141.79,180.55
1607,3991,141.88,180.65
1608,3991,141.97,180.76
1609,3991,142.06,180.87
1610,3991,142.15,180.98
1611,3991,142.25,181.08
1612,3991,142.35,181.18
1613,3991,142.44,181.29
1614,3991,142.54,181.39
1615,3991,142.63,181.51
1616,3991,142.74,181.61
1617,3991,142.84,181.71
1618,3991,142.95,181.81
1619,3991,143.05,181.92
1620,3991,143.14,182.02
1621,3991,143.24,182.13
1622,3991,143.34,182.22
1623,3991,143.42,182.34
1624,3991,143.52,182.44
1625,3991,143.61,182.55
1626,3991,143.72,182.65
1627,3991,143.82,182.76
1628,3991,143.92,182.86
1629,3991,144.02,182.96
1630,3991,144.11,183.06
1631,3991,144.21,183.16
1632,3991,144.32,183.25
1633,3991,144.41,183.36
1634,3991,144.50,183.46
1635,3991,144.60,183.57
1636,3991,144.70,183.67
1637,3991,144.80,183.78
1638,3991,144.90,183.89
1639,3991,145.00,184.00
1640,3991,145.09,184.11
1641,3991,145.19,184.21
1642,3991,145.28,184.29
1643,3991,145.38,184.39
1644,3991,145.47,184.51
1645,3991,145.57,184.62
1646,3991,145.67,184.71
1647,3991,145.76,184.81
1648,3991,145.85,184.92
1649,3991,145.94,185.04
1650,3991,146.03,185.14
1651,3991,146.13,185.23
1652,3991,146.23,185.33
1653,3991,146.33,185.44
1654,3991,146.42,185.56
1655,3991,146.53,185.65
1656,3991,146.61,185.77
1657,3991,146.70,185.89
1658,3991,146.79,185.99
1659,3991,146.89,186.10
1660,3991,146.98,186.21
1661,3991,147.07,186.32
1662,3991,147.16,186.42
1663,3991,147.26,186.53
1664,3991,147.36,186.63
1665,3991,147.45,186.74
1666,3991,147.56,186.85
1667,3991,147.66,186.95
1668,3991,147.75,187.05
1669,3991,147.85,187.14
1670,3991,147.95,187.24
1671,3991,148.05,187.34
1672,3991,148.14,187.46
1673,3991,148.23,187.57
1674,3991,148.32,187.67
1675,3991,148.41,187.78
1676,3991,148.51,187.89
1677,3991,148.60,188.00
1678,3991,148.71,188.09
1679,3991,148.80,188.20
1680,3991,148.91,188.30
1681,3991,149.01,188.40
1682,3991,149.11,188.51
1683,3991,149.21,188.61
1684,3991,149.31,188.71
1685,3991,149.40,188.82
1686,3991,149.50,188.92
1687,3991,149.60,189.02
1688,3991,149.70,189.13
1689,3991,149.79,189.25
1690,3991,149.88,189.35
1691,3991,149.98,189.44
1692,3991,150.07,189.54
1693,3991,150.16,189.65
1694,3991,150.25,189.75
1695,3991,150.35,189.86
1696,3991,150.45,189.96
1697,3991,150.55,190.05
1698,3991,150.65,190.14
1699,3991,150.75,190.24
1700,3991,150.84,190.35
1701,3991,150.94,190.46
1702,3991,151.04,190.56
1703,3991,151.14,190.67
1704,3991,151.23,190.76
1705,3991,151.33,190.86
1706,3991,151.42,190.98
1707,3991,151.52,191.08
1708,3991,151.62,191.18
1709,3991,151.72,191.28
1710,3991,151.81,191.38
1711,3991,151.90,191.49
1712,3991,152.00,191.60
1713,3991,152.10,191.70
1714,3991,152.19,191.81
1715,3991,152.29,191.91
1716,3991,152.38,192.01
1717,3991,152.47,192.11
1718,3991,152.57,192.21
1719,3991,152.67,192.31
1720,3991,152.77,192.43
1721,3991,152.86,192.53
1722,3991,152.96,192.62
1723,3991,153.05,192.73
1724,3991,153.14,192.83
1725,3991,153.25,192.93
1726,3991,153.34,193.03
1727,3991,153.45,193.12
1728,3991,153.54,193.23
1729,3991,153.63,193.34
1730,3991,153.71,193.46
1731,3991,153.81,193.56
1732,3991,153.90,193.68
1733,3991,154.00,193.78
1734,3991,154.08,193.91
1735,3991,154.18,194.00
1736,3991,154.28,194.11
1737,3991,154.37,194.20
1738,3991,154.47,194.31
1739,3991,154.57,194.42
1740,3991,154.67,194.51
1741,3991,154.77,194.61
1742,3991,154.86,194.72
1743,3991,154.95,194.83
1744,3991,155.04,194.94
1745,3991,155.13,195.04
1746,3991,155.22,195.15
1747,3991,155.31,195.26
1748,3991,155.41,195.37
1749,3991,155.51,195.47
1750,3991,155.60,195.58
1751,3991,155.70,195.69
1752,3991,155.79,195.80
1753,3991,155.89,195.91
1754,3991,155.98,196.02
1755,3991,156.07,196.12
1756,3991,156.16,196.23
1757,3991,156.25,196.34
1758,3991,156.34,196.45
1759,3991,156.43,196.54
1760,3991,156.52,196.66
1761,3991,156.63,196.76
1762,3991,156.73,196.86
1763,3991,156.82,196.98
1764,3991,156.91,197.10
1765,3991,157.01,197.20
1766,3991,157.11,197.30
1767,3991,157.21,197.41
1768,3991,157.30,197.51
1769,3991,157.40,197.62
1770,3991,157.50,197.72
1771,3991,157.59,197.82
1772,3991,157.67,197.94
1773,3991,157.77,198.04
1774,3991,157.87,198.15
1775,3991,157.96,198.24
1776,3991,158.05,198.35
1777,3991,158.15,198.44
1778,3991,158.24,198.54
1779,3991,158.33,198.66
1780,3991,158.43,198.77
1781,3991,158.52,198.88
1782,3991,158.62,198.98
1783,3991,158.72,199.08
1784,3991,158.81,199.18
1785,3991,158.91,199.28
1786,3991,159.01,199.38
1787,3991,159.11,199.48
1788,3991,159.20,199.60
1789,3991,159.30,199.72
1790,3991,159.40,199.81
1791,3991,159.50,199.90
1792,3991,159.60,200.00
1793,3991,159.70,200.10
1794,3991,159.79,200.20
1795,3991,159.90,200.29
1796,3991,159.99,200.39
1797,3991,160.08,200.50
1798,3991,160.18,200.60
1799,3991,160.26,200.72
1800,3991,160.36,200.82
1801,3991,160.45,200.91
1802,3991,160.55,201.01
1803,3991,160.65,201.10
1804,3991,160.74,201.19
1805,3991,160.83,201.31
1806,3991,160.93,201.40
1807,3991,161.02,201.51
1808,3991,161.11,201.62
1809,3991,161.20,201.73
1810,3991,161.30,201.82
1811,3991,161.39,201.93
1812,3991,161.49,202.03
1813,3991,161.58,202.14
1814,3991,161.68,202.25
1815,3991,161.77,202.35
1816,3991,161.86,202.45
1817,3991,161.96,202.56
1818,3991,162.05,202.67
1819,3991,162.15,202.76
1820,3991,162.25,202.85
1821,3991,162.34,202.96
1822,3991,162.43,203.06
1823,3991,162.53,203.19
1824,3991,162.63,203.31
1825,3991,162.73,203.40
